,id,rooms,metro,area,floor,parking,price,renovation,room_area,balcony,windows,bathroom,allowed_children_pets,ceiling_height,city
20715,272691947,3,Динамо,73.0,2,unknown,70000.0,Косметический,48.0,Лоджия (1),Во двор,unknown,Можно с детьми,3.0,Москва
20716,265124950,3,Петровский Парк,79.0,3,unknown,70000.0,Косметический,19.333333333333332,unknown,На улицу,Раздельный (1),Можно с детьми,3.0,Москва
20717,253701531,2,Белорусская,54.0,4,unknown,72000.0,Дизайнерский,16.0,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
20718,273850641,1,Динамо,38.0,7,подземная,75000.0,Евроремонт,18.0,Лоджия (1),Во двор,Совмещенный (1),unknown,3.2,Москва
20719,274749904,3,Белорусская,77.0,2,наземная,75000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20720,271497987,1,Савеловская,26.0,3,подземная,75000.0,Косметический,16.0,unknown,На улицу,Совмещенный (1),unknown,2.8,Москва
20721,273082819,3,Беговая,74.0,9,unknown,75000.0,Косметический,17.666666666666668,Лоджия (2),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.8,Москва
20722,274823644,2,Динамо,42.0,9,unknown,75000.0,Косметический,30.0,unknown,Во двор,unknown,Можно с детьми,3.0,Москва
20723,274906799,2,unknown,53.0,2,unknown,80000.0,Дизайнерский,11.5,unknown,На улицу,Раздельный (1),Можно с детьми,2.65,Москва
20724,274878695,3,Беговая,60.0,4,unknown,80000.0,Евроремонт,14.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20725,229043815,1,Белорусская,23.0,1,unknown,81000.0,Евроремонт,20.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20726,273358088,3,Динамо,79.0,5,unknown,82000.0,Косметический,15.666666666666666,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.1,Москва
20727,269997273,1,Динамо,32.0,4,наземная,85000.0,Косметический,15.0,Балкон (1),На улицу,Совмещенный (1),unknown,3.2,Москва
20728,274860238,2,Динамо,50.0,5,unknown,85000.0,Косметический,43.0,Балкон (1),Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Москва
20729,263980613,2,Динамо,46.0,15,подземная,85000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
20730,273940222,3,Белорусская,83.0,4,наземная,87000.0,Евроремонт,18.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
20731,269114830,3,Савеловская,75.0,4,unknown,90000.0,Евроремонт,17.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20732,274404456,2,Белорусская,90.0,14,наземная,90000.0,Евроремонт,22.5,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,3.0,Москва
20733,267162314,3,Динамо,63.0,2,unknown,90000.0,Косметический,17.666666666666668,Балкон (1),Во двор,unknown,unknown,3.0,Москва
20734,272815777,1,Белорусская,37.2,6,unknown,90000.0,Дизайнерский,10.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20735,274057564,2,Динамо,45.0,13,unknown,95000.0,Евроремонт,13.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20736,256567842,2,Петровский Парк,63.2,4,unknown,95000.0,Евроремонт,12.0,Лоджия (1),На улицу,Совмещенный (1),unknown,3.0,Москва
20737,263113525,1,Динамо,45.0,3,подземная,99000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20738,274657483,1,Белорусская,35.0,2,unknown,100000.0,Дизайнерский,20.0,"Балкон (1), Лоджия (1)",На улицу и двор,Совмещенный (2),Можно с животными,3.0,Москва
20739,273890365,3,Динамо,72.0,3,unknown,100000.0,Евроремонт,43.0,unknown,Во двор,Совмещенный (1),unknown,3.2,Москва
20740,272501495,2,Динамо,45.0,8,подземная,100000.0,Дизайнерский,20.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
20741,272547550,3,Динамо,64.2,8,подземная,100000.0,Дизайнерский,17.666666666666668,Балкон (1),Во двор,"Совмещенный (1), Раздельный (1)",unknown,3.2,Москва
20742,274540368,1,Динамо,41.0,4,unknown,100000.0,Дизайнерский,9.0,unknown,Во двор,"Совмещенный (1), Раздельный (1)",unknown,3.0,Москва
20743,270223116,2,Белорусская,45.3,2,unknown,100000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),Можно с детьми,3.7,Москва
20744,273947574,2,Белорусская,45.0,3,unknown,100000.0,Дизайнерский,11.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20745,274901535,3,Белорусская,95.0,4,unknown,100000.0,Косметический,20.0,"Балкон (1), Лоджия (1)",На улицу и двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20746,270903454,1,Белорусская,37.0,2,unknown,105000.0,Дизайнерский,20.0,unknown,На улицу и двор,Совмещенный (1),unknown,3.0,Москва
20747,267319202,2,Динамо,43.0,12,подземная,110000.0,Косметический,14.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20748,274009123,2,Динамо,77.0,9,unknown,110000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
20749,273351165,1,Динамо,40.0,9,подземная,110000.0,Евроремонт,28.0,unknown,На улицу и двор,Совмещенный (1),unknown,3.2,Москва
20750,263811245,2,Белорусская,54.0,6,подземная,114999.0,Дизайнерский,16.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20751,271476106,3,Белорусская,70.0,4,unknown,120000.0,Дизайнерский,17.333333333333332,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),Можно с детьми,3.2,Москва
20752,273343648,3,Динамо,64.0,13,подземная,120000.0,Дизайнерский,15.333333333333334,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20753,270749809,2,Белорусская,50.0,2,unknown,120000.0,Евроремонт,12.5,Лоджия (1),На улицу,Совмещенный (1),unknown,3.0,Москва
20754,240981022,2,Белорусская,41.0,3,unknown,120000.0,Дизайнерский,41.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
20755,268660826,2,Петровский Парк,58.0,3,многоуровневая,120000.0,Евроремонт,17.666666666666668,Лоджия (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
20756,273574995,2,Динамо,49.7,2,unknown,125000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,4.1,Москва
20757,262978969,3,Белорусская,107.0,5,unknown,130000.0,Евроремонт,20.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20758,273514512,2,Динамо,64.0,6,unknown,130000.0,Дизайнерский,22.5,unknown,Во двор,"Совмещенный (1), Раздельный (1)",unknown,3.0,Москва
20759,265895059,2,Белорусская,57.0,4,unknown,130000.0,Дизайнерский,17.666666666666668,unknown,На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20760,273996376,1,Новогиреево,31.5,6,unknown,30000.0,Косметический,9.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
20761,273976145,1,Первомайская,38.0,4,наземная,31000.0,Косметический,20.0,Балкон (1),Во двор,Совмещенный (1),unknown,2.64,Москва
20762,274053512,1,Новогиреево,39.0,2,unknown,32900.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),Можно с детьми,2.6,Москва
20763,273857942,1,Новогиреево,39.1,2,unknown,33000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
20764,270398539,2,Первомайская,52.0,10,unknown,34000.0,Косметический,16.5,Балкон (1),На улицу и двор,Раздельный (1),unknown,3.0,Москва
20765,274218524,1,Новогиреево,39.0,16,наземная,28000.0,Косметический,21.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
20766,257595268,1,Новогиреево,34.0,1,unknown,33000.0,Косметический,20.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.7,Москва
20767,274950382,1,Новогиреево,32.0,9,unknown,35000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20768,274024492,2,Новогиреево,42.0,3,unknown,35000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20769,273308660,2,Новогиреево,44.0,2,unknown,35000.0,Косметический,14.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20770,274193252,1,Новогиреево,34.0,12,unknown,37000.0,Косметический,19.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.5,Москва
20771,273937930,1,Первомайская,42.0,6,наземная,40000.0,Евроремонт,20.0,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.48,Москва
20772,273720970,1,Новогиреево,44.0,8,unknown,40000.0,Евроремонт,11.0,Балкон (1),Во двор,Совмещенный (1),unknown,3.0,Москва
20773,274155738,3,Новогиреево,65.0,2,открытая,49900.0,Косметический,11.333333333333334,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.7,Москва
20774,274575447,3,Новогиреево,68.0,11,unknown,55000.0,Евроремонт,15.666666666666666,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
20775,274893088,3,Новогиреево,68.0,11,наземная,55000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.48,Москва
20776,274798442,1,Новогиреево,33.0,9,unknown,24000.0,Косметический,11.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20777,274386898,1,Новогиреево,34.0,7,unknown,25300.0,Косметический,19.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20778,265345113,1,Новогиреево,39.0,5,наземная,25000.0,Косметический,21.0,Балкон (2),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20779,273922904,1,Новогиреево,40.0,9,unknown,26000.0,Косметический,21.0,Балкон (1),Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Москва
20780,274534785,1,Новогиреево,33.0,4,unknown,26000.0,Косметический,19.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
20781,272179588,1,Новогиреево,41.0,6,открытая,27000.0,Косметический,20.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20782,272944528,1,Новогиреево,38.0,9,unknown,27000.0,Косметический,21.0,Лоджия (1),Во двор,unknown,unknown,3.0,Москва
20783,274213596,1,Новогиреево,40.0,1,unknown,29000.0,Косметический,17.666666666666668,unknown,Во двор,unknown,"Можно с детьми, Можно с животными",2.64,Москва
20784,274764325,1,Первомайская,38.0,8,unknown,30000.0,Косметический,20.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20785,192074160,1,Шоссе Энтузиастов,40.0,4,наземная,30000.0,Косметический,17.0,Балкон (1),На улицу,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20786,274896405,1,Новогиреево,44.0,9,unknown,30000.0,Косметический,17.666666666666668,Балкон (2),Во двор,unknown,"Можно с детьми, Можно с животными",2.64,Москва
20787,195472841,1,Новогиреево,37.0,4,наземная,30000.0,Косметический,18.0,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
20788,243572937,1,Новогиреево,41.0,5,наземная,30000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
20789,273899311,1,Новогиреево,34.7,7,unknown,30000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20790,273900677,1,Новогиреево,32.1,11,unknown,30000.0,Косметический,18.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20791,274886916,1,Первомайская,38.8,11,unknown,31500.0,Евроремонт,20.0,Лоджия (2),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.7,Москва
20792,274978384,2,Новогиреево,45.0,2,наземная,32000.0,Косметический,14.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20793,273952292,1,Новогиреево,36.0,2,unknown,32000.0,Косметический,19.0,unknown,Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20794,274892631,1,Новогиреево,39.0,3,наземная,32000.0,Евроремонт,20.0,Балкон (1),Во двор,Раздельный (1),unknown,2.64,Москва
20795,274753291,2,Первомайская,52.0,8,наземная,32000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),unknown,2.64,Москва
20796,274956992,1,Новогиреево,39.3,3,unknown,33000.0,Евроремонт,14.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.6,Москва
20797,274581783,1,Новогиреево,30.0,2,открытая,35000.0,Косметический,18.0,unknown,Во двор,Раздельный (1),unknown,3.0,Москва
20798,274089703,1,Первомайская,39.0,11,unknown,35000.0,Евроремонт,20.0,Балкон (2),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20799,274036248,1,Новогиреево,35.0,3,unknown,35000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.6,Москва
20800,274871817,2,Новогиреево,45.0,7,unknown,35000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20801,267665988,1,Новогиреево,35.0,4,unknown,35000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20802,274939892,2,Новогиреево,44.0,8,наземная,35000.0,Косметический,16.0,unknown,Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20803,274840788,2,Новогиреево,52.0,9,наземная,35000.0,Косметический,18.0,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,2.48,Москва
20804,273954062,1,Первомайская,45.0,12,наземная,35000.0,Евроремонт,21.0,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),unknown,2.64,Москва
20805,274957032,1,Новогиреево,33.2,5,наземная,35800.0,Евроремонт,16.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.7,Москва
20806,274683304,1,Новогиреево,38.0,2,unknown,38000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),unknown,3.0,Москва
20807,274754187,2,Новогиреево,46.0,8,unknown,38000.0,Косметический,15.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20808,274922621,3,Новогиреево,59.0,2,наземная,38000.0,Косметический,13.666666666666666,unknown,Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20809,270114604,2,Новогиреево,50.0,6,unknown,38000.0,Косметический,18.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20810,274907270,2,Новогиреево,53.0,3,unknown,40000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20811,274646419,2,Новогиреево,53.0,5,unknown,40000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20812,271803668,3,Новогиреево,56.0,1,unknown,40000.0,Косметический,12.666666666666666,Лоджия (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20813,273829263,3,Новогиреево,58.0,8,наземная,40000.0,Косметический,11.666666666666666,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20814,274916443,2,Новогиреево,51.0,13,наземная,40000.0,Косметический,32.0,Лоджия (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
20815,274838763,2,Новогиреево,47.0,4,наземная,40000.0,Косметический,15.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20816,274950974,2,Новогиреево,45.0,5,unknown,42000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.7,Москва
20817,274938348,1,Новогиреево,38.0,12,unknown,42000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20818,272467098,3,Первомайская,67.0,1,unknown,43000.0,Косметический,16.0,unknown,Во двор,Раздельный (1),Можно с детьми,2.48,Москва
20819,273673595,2,Новогиреево,52.6,3,unknown,43000.0,Евроремонт,8.75,Лоджия (1),На улицу и двор,Раздельный (1),Можно с детьми,3.0,Москва
20820,274999338,2,Новогиреево,45.0,3,unknown,45000.0,Косметический,14.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20821,274867406,2,Новогиреево,54.0,8,unknown,45000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.5,Москва
20822,273270673,2,Выхино,45.0,12,unknown,45000.0,Косметический,17.666666666666668,Лоджия (1),На улицу,Раздельный (1),Можно с детьми,3.0,Москва
20823,274829186,2,Новогиреево,51.0,3,unknown,46000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.7,Москва
20824,274307836,2,Новогиреево,52.0,3,unknown,48000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),Можно с детьми,2.9,Москва
20825,274803153,2,Новогиреево,52.0,3,unknown,50000.0,Косметический,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20826,274619951,3,Новогиреево,59.0,9,unknown,50000.0,Косметический,14.333333333333334,unknown,Во двор,unknown,unknown,3.0,Москва
20827,274969737,3,Новогиреево,55.0,8,наземная,50000.0,Евроремонт,10.666666666666666,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20828,272375663,2,Новогиреево,68.0,11,unknown,50000.0,Евроремонт,17.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20829,274736854,3,Новогиреево,60.0,3,unknown,50000.0,Косметический,12.666666666666666,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20830,274865940,2,Новогиреево,45.8,7,открытая,50000.0,Евроремонт,7.5,Лоджия (1),Во двор,Раздельный (1),unknown,2.64,Москва
20831,262642165,3,Новогиреево,58.6,2,unknown,55000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
20832,268088774,3,Новогиреево,63.0,10,unknown,58000.0,Косметический,15.0,Балкон (2),На улицу и двор,Совмещенный (1),unknown,2.7,Москва
20833,273586150,3,Новогиреево,68.0,4,unknown,60000.0,Евроремонт,15.333333333333334,Лоджия (2),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
20834,266372420,3,Новогиреево,57.0,7,unknown,70000.0,Косметический,17.666666666666668,Балкон (1),На улицу и двор,Раздельный (1),Можно с детьми,2.7,Москва
20835,274735517,1,Новогиреево,35.0,9,unknown,25000.0,Косметический,20.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
20836,254117665,1,Первомайская,30.0,2,unknown,27000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
20837,274839332,1,Новогиреево,31.0,1,unknown,27000.0,Косметический,17.0,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20838,273586284,1,Новогиреево,36.0,1,unknown,28000.0,Евроремонт,18.0,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
20839,192489985,1,Новокосино,35.0,4,unknown,28000.0,Косметический,18.0,unknown,Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20840,273401355,1,Новогиреево,40.0,2,unknown,29000.0,Косметический,20.0,Балкон (1),Во двор,unknown,"Можно с детьми, Можно с животными",2.75,Москва
20841,273577414,1,Первомайская,39.0,8,наземная,30000.0,Косметический,18.0,unknown,На улицу,Совмещенный (1),Можно с детьми,2.64,Москва
20842,274845168,1,Новогиреево,39.0,2,открытая,30000.0,Косметический,20.0,unknown,На улицу,Совмещенный (1),Можно с детьми,2.85,Москва
20843,274893417,1,Новогиреево,40.0,8,unknown,30000.0,Евроремонт,20.0,Лоджия (2),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20844,239352314,1,Первомайская,39.0,5,unknown,30000.0,Косметический,19.0,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20845,267658431,2,Новогиреево,44.0,1,наземная,30000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20846,274044630,1,Новогиреево,39.0,11,наземная,30000.0,Косметический,17.666666666666668,"Балкон (1), Лоджия (1)",На улицу,Раздельный (1),Можно с детьми,2.64,Москва
20847,274496823,1,Новогиреево,38.0,4,unknown,31000.0,Косметический,19.0,Балкон (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
20848,165022180,2,Новогиреево,60.0,7,unknown,33000.0,Косметический,19.0,unknown,Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.48,Москва
20849,274946909,1,Новогиреево,39.0,5,наземная,33000.0,Косметический,20.0,Лоджия (2),Во двор,Раздельный (1),unknown,3.0,Москва
20850,274774686,2,Новогиреево,45.0,11,наземная,34000.0,Косметический,16.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20851,274998423,1,Новогиреево,41.0,3,открытая,35000.0,Косметический,17.666666666666668,Лоджия (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
20852,252610942,2,Новогиреево,45.0,5,наземная,35000.0,Евроремонт,16.0,Лоджия (1),Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",2.64,Москва
20853,274522924,1,Новогиреево,32.0,9,наземная,35000.0,Косметический,19.0,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
20854,220878199,1,Новогиреево,35.0,2,unknown,35000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
20855,274896877,2,Новогиреево,45.0,1,unknown,35000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20856,274266780,1,Новогиреево,39.1,2,открытая,36000.0,Косметический,17.666666666666668,unknown,Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20857,274848378,2,Новогиреево,43.0,3,открытая,37000.0,Косметический,13.5,Балкон (1),Во двор,Совмещенный (1),Можно с животными,2.85,Москва
20858,193861375,2,Новогиреево,45.0,2,unknown,37000.0,Косметический,14.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.48,Москва
20859,274494780,2,Новогиреево,48.5,4,unknown,37000.0,Косметический,10.333333333333334,unknown,Во двор,Раздельный (1),unknown,2.64,Москва
20860,274970429,2,Новогиреево,50.0,8,unknown,37000.0,Косметический,15.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.48,Москва
20861,272133978,2,Новогиреево,45.0,6,открытая,38000.0,Косметический,14.0,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
20862,274567938,2,Новогиреево,43.0,3,наземная,38500.0,Косметический,16.0,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20863,274556186,1,Новогиреево,39.0,4,unknown,39000.0,Евроремонт,20.0,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20864,274483119,2,Новогиреево,39.0,9,unknown,39000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20865,274486265,2,Новогиреево,39.0,8,unknown,39000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20866,274692089,2,Новогиреево,45.0,6,unknown,40000.0,Косметический,15.0,Балкон (1),Во двор,unknown,unknown,3.0,Москва
20867,271431221,1,Новогиреево,30.0,2,наземная,40000.0,Евроремонт,20.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
20868,272655359,2,Новогиреево,47.0,7,наземная,40000.0,Косметический,15.0,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20869,274111931,2,Новогиреево,43.0,8,наземная,40000.0,Косметический,13.5,Балкон (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20870,272951412,2,Первомайская,52.0,16,unknown,42000.0,Евроремонт,14.5,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.48,Москва
20871,274863953,2,Новогиреево,46.0,3,unknown,43000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с детьми,2.64,Москва
20872,274044654,3,Новогиреево,80.0,7,unknown,43000.0,Евроремонт,17.666666666666668,Балкон (2),Во двор,Совмещенный (1),Можно с детьми,2.64,Москва
20873,273603704,3,Новогиреево,69.0,5,наземная,44000.0,Евроремонт,10.666666666666666,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
20874,274789832,2,Новогиреево,51.0,3,unknown,44000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.48,Москва
20875,274812578,2,Первомайская,46.0,8,unknown,45000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,unknown,"Можно с детьми, Можно с животными",3.0,Москва
20876,274819817,2,Новогиреево,51.0,12,unknown,45000.0,Евроремонт,15.5,Балкон (1),Во двор,Раздельный (1),unknown,2.64,Москва
20877,274800196,2,Новогиреево,51.0,3,открытая,49000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
20878,274289798,2,Первомайская,53.0,7,наземная,60000.0,Косметический,15.0,Лоджия (1),Во двор,Раздельный (1),unknown,2.64,Москва
20879,274849232,3,Юго-Западная,56.2,2,открытая,61000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
20880,274500965,3,Новогиреево,66.0,11,открытая,65000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
20881,209053137,3,Первомайская,100.0,17,подземная,70000.0,Евроремонт,19.0,Лоджия (2),На улицу и двор,Совмещенный (1),Можно с детьми,3.0,Москва
20882,274967816,1,Новогиреево,33.0,5,unknown,24000.0,Косметический,27.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
20883,274887276,1,Новогиреево,39.0,2,unknown,26000.0,Косметический,20.0,unknown,Во двор,Раздельный (1),unknown,2.64,Москва
20884,274366770,1,Новогиреево,34.0,5,наземная,30000.0,Евроремонт,18.0,unknown,Во двор,Совмещенный (1),unknown,2.64,Москва
20885,269760395,1,Новогиреево,39.0,2,unknown,31000.0,Без ремонта,17.666666666666668,unknown,Во двор,unknown,unknown,2.64,Москва
20886,274597718,2,Новогиреево,55.0,2,unknown,35000.0,Без ремонта,17.666666666666668,Балкон (1),Во двор,Раздельный (1),"Можно с детьми, Можно с животными",2.64,Москва
20887,272823706,1,Новогиреево,39.0,10,unknown,35000.0,Евроремонт,20.0,Лоджия (1),Во двор,Раздельный (1),unknown,2.64,Москва
20888,272566104,1,Новогиреево,32.0,3,unknown,36500.0,Косметический,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,3.0,Москва
